seq,title,startDate,endDate,place,realmName,area,thumbnail,gpsX,gpsY
225681,원진주 명창이 들려주는 김포 면면촌촌,20221030,20221030,김포아트홀,국악,,http://www.culture.go.kr/upload/rdf/22/10/show_2022100421263630183.png,126.72014532269485,37.61892300218952
216838,M 소나타 시리즈 〈김도현 피아노 리사이틀〉,20221030,20221030,마포아트센터 아트홀맥,음악,,http://www.culture.go.kr/upload/rdf/22/08/show_20220802134490953.jpg,126.94553370030141,37.54990185343695
216618,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(서울 광진)",20221030,20221030,나루아트센터,음악,,http://www.culture.go.kr/upload/rdf/22/07/show_202207291616525277.jpg,127.07043097641657,37.53779974779631
225946,2022 크랙샷 할로윈 콘서트 &#39;DANNY&#39;S HALLOKITTY&#39;,20221030,20221030,웨스트브릿지,음악,,http://www.culture.go.kr/upload/rdf/22/10/show_2022100618334502230.jpeg,126.92616183100131,37.553639480408734
223936,[야광명월(夜光明月)] 정가앙상블 소울지기,20221030,20221030,서울돈화문국악당,국악,,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110182286117.png,126.99066047282316,37.577277306497805
225787,2022자양아티스트라운지 &lt;3 ROMANCES &gt;,20221102,20221109,PMF자양스테이션,음악,,http://www.culture.go.kr/upload/rdf/22/10/show_2022100515235887836.png,127.08302634367884,37.53463130540217
216619,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(서울 강남)",20221104,20221104,광림아트센터 장천홀,음악,,http://www.culture.go.kr/upload/rdf/22/07/show_2022072916175745536.jpg,127.02529492471325,37.52396289289387
223939,[야광명월(夜光明月)] 달음,20221104,20221104,서울돈화문국악당,국악,,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110194260453.png,126.99066047282316,37.577277306497805
223943,[야광명월(夜光明月)] 그루브앤드,20221105,20221105,서울돈화문국악당,국악,,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110244367822.png,126.99066047282316,37.577277306497805
222278,정한빈 피아노 리사이틀 - 친애하는 프란츠에게,20221105,20221105,예술의전당 IBK챔버홀,음악,,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716423374580.jpg,127.01224985279421,37.47913541861038
216778,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(인천)",20221106,20221106,인천문화예술회관,음악,,http://www.culture.go.kr/upload/rdf/22/08/show_2022080114195023389.jpg,126.70013114193553,37.44784643535896
223910,[야광명월(夜光明月)] 월드뮤직그룹 공명,20221106,20221106,서울돈화문국악당,국악,,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110255858768.png,126.99066047282316,37.577277306497805
223903,안드라스 쉬프 피아노 리사이틀,20221106,20221106,롯데 콘서트홀,음악,,http://www.culture.go.kr/upload/rdf/22/09/show_202209219571929104.jpg,127.10408400209059,37.51364830581288
226546,바리톤 문경재 귀국 독창회,20221106,20221106,영산아트홀,음악,,http://www.culture.go.kr/upload/rdf/22/10/show_2022101116482983863.jpg,126.92493268973102,37.529482906932756
217061,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(대구)",20221110,20221110,아양아트센터,음악,,http://www.culture.go.kr/upload/rdf/22/08/show_2022080311472968587.jpg,128.65188640443236,35.87960600030612
226680,부천필하모닉오케스트라 특별기획연주회: 콘체르토 vs 콘체르토,20221110,20221110,부천시민회관 대공연장,음악,,http://www.culture.go.kr/upload/rdf/22/10/show_2022101213285965047.jpg,126.77054266011916,37.48847293236566
223904,안드라스 쉬프 피아노 리사이틀 -  부산,20221110,20221110,부산문화회관 대극장,음악,,http://www.culture.go.kr/upload/rdf/22/09/show_202209219584127907.jpg,129.09343193239562,35.12723313326909
217219,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(광주)",20221111,20221111,518기념문화센터,음악,,http://www.culture.go.kr/upload/rdf/22/08/show_2022080413434758284.jpg,126.8574775579804,35.15836935757431
220531,경상필하모닉오케스트라 전국순회음악회 &lt;황혼에서의 판타지아&gt;,20221111,20221122,김해문화의전당,음악,,http://www.culture.go.kr/upload/rdf/22/08/show_2022082911553732725.jpg,128.8694031955553,35.24372870472139
226510,손미나의 인문학콘서트 with 조윤성,20221112,20221112,오류아트홀,음악,,http://www.culture.go.kr/upload/rdf/22/10/show_2022101114324629643.jpg,126.84602675226057,37.49535747522482
