seq,title,startDate,endDate,place,realmName,area,thumbnail,gpsX,gpsY
222277,유러피안 재즈 트리오 디즈니 VS 지브리,2022-10-30,2022-10-30,롯데콘서트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716401812685.jpg,127.1044461,37.5137471
222278,정한빈 피아노 리사이틀 - 친애하는 프란츠에게,2022-11-05,2022-11-05,예술의전당 IBK챔버홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716423374580.jpg,127.0122499,37.47913542
222279,지브리 페스티벌,2022-11-20,2022-11-20,예술의전당 콘서트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716444054415.jpg,127.011905,37.4790003
222280,어벤져스 히어로즈 VS 빌런즈 영화음악 콘서트,2022-11-26,2022-11-26,예술의전당 콘서트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022090716463385070.jpg,127.011905,37.4790003
222375,ORIGINAL DEMO ver 브로콜리너마저,2022-10-03,2022-10-03,KT＆G 상상마당 춘천,음악,강원,http://www.culture.go.kr/upload/rdf/22/09/show_202209081451324486.png,127.7020859,37.87361304
222412,[광대생각] 연희극 &lt;북극곰 이야기&gt;,2022-10-07,2022-10-09,서울돈화문국악당,기타,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209081541125537.jpg,126.9906605,37.57727731
222419,대전시립연정국악단 풍류마당 [한밭풍류],2022-10-11,2022-10-11,대전시립연정국악원,국악,대전,http://www.culture.go.kr/upload/rdf/22/09/show_2022090817282680698.jpg,127.389186,36.36637194
222581,동화 소리뮤지컬 &lt;이도&gt;,2022-10-06,2022-10-08,서울남산국악당,기타,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091110523926435.jpg,126.9935658,37.55866743
222583,김현진 첼로 독주회,2022-10-02,2022-10-02,반석아트홀,음악,경기,http://www.culture.go.kr/upload/rdf/22/09/show_202209111652307816.png,127.0750138,37.20084703
222633,바로크 백남준 展,2022-07-20,2023-01-24,백남준아트센터,미술,경기,http://www.culture.go.kr/upload/rdf/22/09/show_20220913156572683.jpg,127.1103732,37.26927635
222650,[집밖] 마디와 매듭,2022-10-07,2022-10-08,국립아시아문화전당,연극,광주,http://www.culture.go.kr/upload/rdf/22/09/show_2022091310363373452.gif,126.9200572,35.14704939
222652,2022 ACC 미디어파사드 &lt;반디산책: 지구와 화해하는 발걸음&gt;,2022-09-01,2022-12-25,국립아시아문화전당,미술,광주,http://www.culture.go.kr/upload/rdf/22/09/show_2022091311494147847.jpg,126.9200572,35.14704939
222654,안녕하신가영 단독콘서트 &lt;좋아하는 마음&gt;,2022-10-26,2022-10-26,하남문화예술회관,음악,경기,http://www.culture.go.kr/upload/rdf/22/09/show_202209131532883425.jpg,127.2075468,37.54462336
222657,"2022 카즈미 타테이시 트리오 내한 공연-크리스마스, 재즈를 만나다-",2022-12-13,2022-12-13,세종문화회관 M씨어터,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209131745645951.jpg,126.9756907,37.57184668
222964,햄릿광대 난장,2022-10-26,2022-10-30,대학로 선돌극장,연극,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091421251187738.jpg,126.9997764,37.58684172
222996,케이트 리우 피아노 리사이틀,2022-12-10,2022-12-10,예술의전당 IBK챔버홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209151053685799.jpg,127.0122499,37.47913542
222997,국립극장 레퍼토리 시즌 &lt;한국의 소리 - 추억의 한국가곡&gt;,2022-10-14,2022-10-14,국립극장 해오름극장,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091511194334055.jpg,126.9997227,37.55239216
223097,"""제7회 M 클래식 축제"" M SQUARE 광장버스킹 〈#4. 현악 사중주〉",2022-10-29,2022-10-29,마포아트센터,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091611574453743.jpg,126.9455337,37.54990185
223214,2022 위그림책잔치 &lt;포개어 자라는 숲: 우리 사이의 그림책&gt;,2022-10-07,2022-10-16,인사아트센터,미술,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022091521201410010.jpeg,126.9846018,37.57384613
